teff,radius_km,mass_mjup
4383.7,480901.9,635.15
6488.6,810919.3,1332.582
2388.3,144088.0,157.135
4182.7,412337.5,538.201
2627.6,192017.1,218.952
5123.7,538881.4,789.051
5600.2,666458.3,982.216
6926.3,955435.2,1481.463
3261.4,272171.4,341.131
5839.6,692662.9,1108.436
7358.5,963794.4,1572.16
2067.7,156676.8,157.135
5330.9,639207.6,860.007
5899.1,703949.5,1136.737
3411.6,333483.3,426.213
2412.7,194507.9,197.884
5966.5,811511.8,1122.576
2530.3,175790.3,199.689
3917.1,343906.6,454.735
4152.8,397615.0,508.321
5124.8,616917.5,934.587
3222.7,257323.0,316.855
3192.9,260643.7,302.397
4289.8,461066.5,568.593
6254.2,717424.6,1181.457
9507.3,1885575.5,3317.33
2148.7,148188.3,157.135
4900.5,499144.8,676.941
2608.1,215147.9,218.723
6733.4,784790.0,1193.343
2659.9,215362.3,246.428
3314.6,268605.9,304.828
3144.8,271435.0,326.54
4101.8,391207.6,493.755
4600.0,488059.5,681.24
4988.7,570897.4,775.312
4175.1,371990.4,522.592
2333.1,161452.3,179.771
5657.3,596496.1,943.857
3957.7,385805.3,503.09
6572.4,784321.7,1339.024
2763.9,245037.3,296.806
2205.5,144293.2,157.135
4239.6,421721.2,510.825
7082.5,878570.1,1491.986
4517.4,416436.5,597.738
3778.4,356374.9,446.989
3077.1,248515.6,260.351
8393.6,1236164.4,2164.709
2628.3,205727.6,228.992
3156.7,267510.0,292.613
5334.7,604090.6,831.176
2292.5,155787.6,157.135
6720.2,884427.1,1466.52
5314.3,612487.3,868.258
6207.2,667817.3,1083.707
5215.5,556098.6,823.232
3609.6,387606.7,461.092
2596.3,215284.5,222.884
3759.1,373852.9,468.981
2676.4,193847.6,239.248
4568.0,515595.7,776.847
6100.4,650977.2,1005.898
7153.9,1028489.9,1726.093
4596.4,477930.3,708.435
5487.8,717719.0,1106.07
3753.0,361075.3,413.219
3357.8,300060.2,357.095
4876.7,549290.3,769.071
3455.5,296560.7,384.517
4662.8,438736.7,652.223
2613.8,189940.8,223.236
2645.4,208496.5,257.995
5012.9,605293.5,876.142
5535.5,722821.7,1072.81
2777.3,202058.6,237.247
5557.0,621449.8,901.356
3495.9,305601.0,341.762
3853.1,446225.4,532.057
7414.2,1037279.2,1644.795
5520.2,667916.0,1006.472
6329.8,693895.2,997.095
9319.6,1466349.5,2444.882
3293.9,230011.4,297.731
2836.2,228328.3,237.206
3101.6,244569.5,293.385
3629.1,330784.5,427.667
2182.5,149826.2,157.135
3640.2,355871.0,444.203
3363.2,266570.2,338.518
5964.7,654169.2,987.409
4643.0,515828.9,697.474
3116.4,274772.4,323.547
4884.3,596870.8,844.632
5522.7,627914.9,940.423
3149.1,252518.3,282.612
3525.9,307124.9,352.876
2362.2,160299.6,157.135
2677.2,202452.3,217.997
3040.6,259967.1,288.614
4431.8,438635.1,557.365
2670.5,248790.9,245.074
3264.5,305566.3,347.115
2670.6,180884.9,195.576
4193.8,427107.3,602.658
4844.3,519937.9,739.914
4928.4,510363.6,726.121
4120.3,413988.7,530.283
2340.7,147261.5,157.135
3383.3,284919.9,318.565
3534.9,287211.7,378.115
3672.0,284478.5,379.339
4058.0,417333.0,557.731
7212.1,962227.2,1656.23
6240.6,634580.5,1010.217
2966.6,205155.5,236.892
5103.5,596814.5,907.031
5286.4,605238.8,879.604
2969.1,230807.4,274.194
5849.4,673592.6,1040.601
4030.8,360919.9,461.37
2491.9,169691.1,168.538
4916.3,577850.6,757.708
4664.3,463852.7,625.342
3826.0,349598.8,437.013
4021.7,387219.6,509.416
2857.5,257945.7,294.104
5442.4,604967.5,858.473
4113.7,415954.9,506.96
4438.4,405522.5,600.397
4537.1,498115.1,700.134
2775.3,193420.9,207.05
2867.3,224621.9,255.377
2135.7,145512.8,157.135
4870.0,539926.3,827.639
2576.1,190771.0,197.655
4434.2,419860.6,584.226
4658.1,465791.5,707.99
5306.1,616142.3,853.109
2583.6,188479.4,198.964
4002.7,381645.9,498.167
7788.3,1122642.0,2017.341
8472.9,1202172.4,2090.217
6290.1,804023.3,1163.441
4789.0,459047.2,689.134
2636.0,193656.0,233.558
5175.6,616601.1,936.912
3845.9,361075.1,462.247
5315.8,560522.5,824.833
3301.0,274906.1,315.272
3901.3,378132.9,456.725
4287.7,451270.2,599.284
4369.7,482558.0,640.293
4982.4,557921.3,781.599
3234.7,275710.9,329.202
2485.9,157838.6,177.841
7714.9,1084024.9,1944.715
10966.2,1862423.1,3903.194
5312.8,530243.1,752.971
2550.2,172483.7,180.628
2888.6,226181.5,281.555
5320.3,557893.5,791.357
6707.1,909765.1,1547.29
2463.4,173618.2,197.547
3837.1,358120.8,474.968
4408.3,429489.1,614.833
5934.6,720572.0,1053.862
3573.1,318101.4,398.035
2291.1,158853.6,157.135
5164.8,584422.5,866.164
6526.3,810131.5,1299.75
3965.0,416846.7,491.218
4551.2,479341.4,727.805
3441.0,314381.2,358.187
2917.3,252077.0,265.559
6005.5,806214.7,1200.688
4696.3,505527.5,717.472
4899.9,589807.1,779.489
7412.1,1037593.6,1761.658
2866.1,195767.3,224.381
3556.6,275057.5,336.49
3904.9,430786.2,596.29
3319.3,265374.2,333.174
5820.6,701138.4,986.913
3756.5,341314.7,451.431
2842.9,210799.2,235.936
4483.0,388585.8,553.607
4142.9,447492.6,602.282
5987.1,690291.2,1115.116
5177.5,486258.9,720.743
4683.0,536006.2,761.347
4627.8,518866.4,679.647
3720.5,362479.3,451.132
3193.5,258783.2,294.784
4814.7,479154.6,662.635
3596.2,317584.1,401.409
8083.6,1238088.6,2049.364
6551.5,924706.3,1548.62
5582.0,627677.4,874.329
4692.7,543539.4,712.27
3921.6,362679.5,489.098
2555.7,171485.6,190.015
3775.1,338878.6,441.084
4431.1,397154.4,569.733
4591.6,453395.1,631.671
4977.8,578299.5,766.512
5997.2,688161.0,1103.181
2955.9,273775.8,300.557
3084.6,252202.1,302.764
7657.0,1133881.3,1690.367
5378.2,636050.3,977.293
3392.5,308943.9,383.188
3778.2,356975.6,481.568
3944.7,362016.9,483.316
4377.4,436838.5,538.558
5053.0,556003.7,768.458
10402.4,2160530.8,4049.754
4526.9,423629.5,611.781
5243.3,634116.3,895.551
2281.5,145278.2,157.135
3341.0,273911.6,355.194
6477.7,894694.9,1413.404
4791.7,524847.3,726.092
2196.4,152916.2,157.135
5427.8,640811.2,903.835
8543.1,1440380.7,2463.422
2137.1,164138.2,157.135
7761.3,1004621.8,1786.351
2336.9,164403.4,157.135
6103.1,805259.0,1118.1
3967.7,390883.9,521.38
2170.3,140302.1,157.135
4759.3,498079.1,752.193
6732.7,821538.9,1327.318
4578.0,559818.0,703.95
5358.3,584177.2,841.145
3551.0,297680.7,376.786
2348.9,147370.9,157.135
5634.7,585357.8,916.925
8452.0,1292243.3,2150.775
6074.2,825477.8,1304.772
2290.7,169391.7,157.135
2245.8,157375.2,157.135
2862.8,241864.9,265.517
2360.7,150673.8,157.135
4134.6,390035.2,544.061
4687.9,493865.7,720.903
2401.9,148668.3,165.803
5499.0,691491.7,982.146
5086.9,578592.5,852.251
3132.0,294863.3,337.54
3688.8,360634.4,456.876
2170.8,150292.2,157.135
3664.1,304783.2,401.689
3934.7,408356.7,528.161
4060.5,441493.0,601.51
4818.3,534685.3,712.505
4396.0,452141.9,639.243
3671.0,348164.4,424.288
4827.1,522621.4,661.225
6136.6,774300.3,1177.314
4176.8,391502.9,486.135
4631.5,505553.4,678.171
3946.7,390400.7,451.878
3080.6,268780.6,311.757
5066.4,580801.5,800.183
3147.4,279364.4,335.623
4621.2,494000.6,716.692
4096.1,383794.1,537.119
3428.1,350615.6,410.964
3603.0,308067.4,403.024
3289.6,299463.8,348.609
2256.6,155714.4,157.135
4524.0,536490.6,714.816
4613.6,452979.2,632.736
6159.0,665517.1,1041.276
3500.6,289621.2,342.114
9464.4,1339002.2,2418.608
3512.4,294689.4,386.61
2831.8,250891.4,259.354
2791.9,202770.6,235.717
2214.3,145117.1,157.135
7068.1,1062429.0,1805.514
7336.6,1031635.7,1585.093
5156.9,529152.2,852.005
2685.5,238188.5,255.006
8307.5,1229658.6,2260.086
3516.4,323358.8,395.439
3668.2,325398.4,422.69
7299.0,1117142.2,1671.945
5628.8,616060.1,892.894
9421.8,1597183.7,3094.335
4489.6,462941.5,641.555
3361.8,311314.8,381.259
3358.0,272254.4,320.663
2185.8,155891.6,157.135
3602.5,334491.2,419.443
6758.7,781634.0,1320.653
5484.5,579037.6,850.694
4369.8,418101.4,533.69
2562.5,203842.2,235.48
4564.8,479242.9,630.357
6212.4,770368.6,1187.589
4850.8,522751.4,742.904
4381.9,473193.0,600.535
3120.3,219548.7,276.214
6041.2,676968.6,1056.075
2317.1,162202.2,157.135
4807.5,561510.4,714.788
12606.0,2353704.0,4166.716
2199.9,152893.3,157.135
3475.5,350575.6,432.217
4030.3,414913.1,521.69
3399.2,316655.3,361.641
6536.3,793241.6,1210.353
4843.2,568616.4,768.315
4431.1,451907.9,593.59
5311.1,687065.7,998.221
4295.8,386518.3,532.162
14756.7,3059393.0,6809.791
4294.8,429979.1,593.134
4814.3,427843.0,614.511
2333.2,140420.6,157.135
3148.9,276094.0,338.824
6459.8,827861.4,1323.62
2661.7,170127.7,178.966
2419.6,156806.0,157.135
4295.5,412624.8,538.879
6593.6,956426.7,1584.681
4384.1,393022.2,543.269
3479.1,336784.8,400.44
2357.0,151734.4,157.135
4763.4,524364.8,755.91
5439.3,607477.5,894.597
2179.0,147022.5,157.135
6361.5,810154.1,1309.989
5703.4,637680.5,973.138
6117.4,818900.3,1307.651
5684.0,602627.0,840.262
5103.6,622721.0,889.14
4826.5,605077.3,798.792
5945.2,744571.9,1057.174
2354.0,168181.5,157.135
2206.7,156832.8,157.135
2910.1,255937.1,290.121
3737.5,359325.7,472.873
4585.2,535842.3,717.842
4715.2,477623.3,682.056
6391.5,764330.3,1291.72
6602.5,906033.8,1324.813
2917.4,214303.1,259.924
4649.4,477257.6,636.331
2856.5,221775.2,265.119
3677.6,375126.8,451.123
4681.2,524744.9,680.469
2230.6,156597.9,157.135
10906.6,2016669.8,3665.36
4989.8,576999.9,828.751
3297.9,304887.5,324.852
8475.1,1439754.0,2481.765
3490.4,305904.6,396.808
4509.5,437561.3,584.202
3209.4,290213.8,354.561
8292.2,1146943.0,1987.826
3702.3,344383.2,482.432
4073.3,449446.7,592.244
6252.3,811689.2,1385.176
5197.0,514544.0,841.356
4116.1,379956.9,502.527
6731.3,788710.2,1284.748
11929.7,1970104.5,4061.162
4806.8,420643.4,678.07
4143.0,413655.7,576.829
4232.4,443023.7,602.422
7150.5,902758.9,1509.494
3397.5,277368.9,323.938
3505.2,358702.4,419.537
2354.2,156497.6,157.135
2348.5,196438.6,202.222
3368.9,303055.6,345.901
3978.6,366974.1,501.884
8267.4,1280267.1,2184.542
5077.7,594442.1,808.684
2734.5,217557.1,251.741
3102.3,240668.5,292.003
7127.9,997399.8,1589.803
6679.3,768598.9,1301.652
4404.3,386080.8,537.073
3436.3,291095.9,367.533
6222.5,845640.9,1299.893
2616.5,213326.1,235.785
5121.9,542760.4,720.098
10872.3,1654810.9,3278.022
4599.2,435250.7,619.521
2996.6,249245.9,281.007
4980.8,501166.9,730.82
3562.3,286889.5,359.483
2273.1,148508.2,170.703
5426.6,638304.2,923.727
6133.8,888964.3,1292.478
3586.5,311184.1,408.662
3733.7,330355.9,387.39
2895.9,214730.6,241.899
3867.5,332739.6,465.269
2925.0,266397.5,333.697
2648.5,198867.3,232.445
8795.0,1334614.9,2412.35
4888.9,552267.7,764.634
5153.1,635099.1,832.759
5890.3,658714.1,1069.969
5457.4,642370.1,977.336
3458.6,293288.6,376.351
4533.4,447922.5,653.995
3564.8,338194.1,422.689
5249.7,531158.3,747.556
4600.9,455731.7,691.469
3200.4,313091.5,385.7
2568.5,159971.8,179.857
4190.0,440174.8,590.696
3901.3,373932.6,445.335
2175.4,156081.1,157.135
5129.3,560301.8,790.429
6017.6,726500.3,1143.012
11780.6,2050283.1,4028.153
3460.6,319976.2,383.056
3203.8,289508.9,340.12
2640.2,194818.2,214.726
4377.2,462979.8,621.163
4104.1,427053.5,618.006
2876.7,228724.7,273.041
4271.2,370515.3,455.99
2078.4,159066.8,157.135
5992.8,730869.7,1107.677
2966.5,262269.1,282.126
4336.7,401559.3,510.566
2199.7,157719.6,166.279
3244.7,258747.6,328.365
3752.5,359234.6,419.106
4038.6,413035.9,520.271
4807.8,596756.2,772.836
7290.9,1128276.4,1674.393
5422.2,602054.1,947.611
5946.8,698134.5,1140.089
7595.6,881368.6,1683.905
5224.3,605176.7,830.958
4116.1,404016.7,509.722
6218.1,771074.9,1184.051
6543.0,752037.4,1246.621
5590.9,605462.3,885.481
2247.9,158174.7,162.578
3008.2,241996.9,266.483
3473.0,339930.9,420.709
5112.3,684116.6,984.121
4358.3,392418.6,516.072
6375.1,883895.2,1312.457
7012.6,964730.7,1515.354
6308.1,817364.6,1380.037
6312.6,933555.0,1387.14
2615.0,218110.5,227.632
5092.8,559329.3,774.647
3133.5,274416.1,321.77
2205.7,165695.7,157.135
3532.5,306523.1,416.453
7301.4,1000693.8,1527.0
5093.8,526125.2,761.099
9037.2,1553066.7,2669.405
4510.5,451502.7,605.636
10850.0,1823127.2,3774.958
4330.4,437871.0,605.778
4115.3,427467.5,534.625
2503.8,173631.4,187.238
6168.4,794116.4,1284.926
3405.5,280663.8,350.298
3479.2,272392.3,311.684
6898.0,998116.2,1474.388
6525.8,758989.3,1335.239
6426.5,955459.9,1307.372
3599.6,320208.4,392.116
3753.4,398793.6,503.895
4269.8,376868.2,500.302
5825.2,662904.2,986.422
7447.4,1100526.4,1836.237
4745.7,481639.6,706.37
8856.3,1373714.1,2578.654
5936.5,757458.8,1081.93
3726.5,318397.3,434.512
5758.7,698293.9,1023.836
7798.3,1180428.3,2076.157
8967.3,1383825.8,2627.74
6901.5,949667.4,1366.448
4041.5,388046.8,536.003
3368.9,329009.2,440.898
5123.0,574991.5,835.229
8834.1,1133563.4,2023.356
5034.8,529682.9,744.733
4794.3,540835.7,757.299
4163.3,418705.8,547.231
3679.2,322049.2,403.106
3568.2,348158.6,460.717
4170.2,451141.3,585.572
8296.9,1205215.3,2096.603
3954.4,334610.8,432.794
4101.1,445955.0,547.766
3069.8,227762.4,261.396
5292.2,671105.6,935.41
6189.9,1027383.6,1579.497
8100.9,1216866.3,1944.265
4532.1,472468.0,618.527
5304.3,579732.2,834.075
3949.7,361440.9,463.915
5094.0,555861.0,803.503
4589.6,439823.8,676.19
4146.6,430868.5,550.267
4240.7,442895.8,586.671
4824.6,558324.0,755.708
3375.9,329244.6,414.217
3530.2,353964.2,431.825
8077.5,1123495.1,2078.538
11136.4,2167628.3,4665.225
2321.0,162715.5,198.908
2427.2,176543.9,190.268
2764.4,207799.3,242.76
3870.9,358001.3,483.092
5330.2,725282.9,1080.698
5517.8,573763.7,845.512
4135.1,416362.4,603.104
4894.1,639415.1,804.097
2939.6,255760.9,300.574
3901.0,324001.5,431.259
4122.2,382164.4,516.593
2193.6,151194.2,157.135
2504.1,187693.7,205.931
2619.2,207328.8,212.634
5289.2,652600.7,971.894
4580.1,514525.3,639.816
5113.7,580937.2,859.118
2282.4,155795.5,157.135
2291.6,161888.3,158.83
5212.9,651740.5,895.997
2059.3,162847.8,157.135
6627.5,869784.3,1408.645
2109.6,152467.0,157.135
5758.1,609142.1,1035.981
2827.3,223543.5,256.553
6090.7,831402.5,1222.637
14133.5,3312696.2,6966.867
2344.2,151850.8,157.135
5310.5,682376.3,919.524
2456.1,149608.6,157.135
4859.8,508588.5,740.543
3812.8,342262.9,444.438
4312.4,411516.3,582.915
2868.9,229437.8,251.82
5846.6,671796.6,984.851
2382.6,162228.6,163.401
6279.5,873137.2,1428.086
3585.7,306599.1,377.523
2368.6,145333.2,169.527
7781.5,1140706.6,1898.493
4258.8,385223.1,497.292
9453.9,1296171.4,2442.608
6930.7,875243.9,1404.934
2898.7,236233.8,275.95
3764.8,413939.1,490.269
4421.9,410459.7,578.821
7980.8,1088889.3,1796.335
4494.2,502621.7,746.986
4581.9,436184.1,605.179
3731.8,356834.4,446.913
3724.4,383421.4,504.065
7043.4,928063.5,1502.41
4244.0,408022.8,526.597
3436.4,302762.7,381.885
3120.1,290776.3,333.122
3500.7,275889.0,336.019
2261.2,161330.6,169.608
3163.4,251282.8,286.781
7035.0,1063919.9,1756.42
3822.9,361879.1,444.5
5512.3,640530.9,926.244
2315.0,156127.7,157.135
5454.0,568177.2,830.023
3706.4,342007.1,461.007
3436.5,273286.4,356.186
4161.5,413820.3,607.459
3166.8,317590.9,352.081
2184.4,136535.4,157.135
6023.2,770145.5,1103.997
4819.3,449409.2,638.612
3878.6,346961.6,407.663
2729.5,192336.9,241.0
2287.8,153375.8,160.595
4644.0,497377.0,628.845
8071.9,1174012.2,1927.017
4404.9,448729.9,618.428
2347.8,148955.8,172.272
4454.6,433248.6,629.466
3966.2,414620.6,502.934
5709.6,686739.9,1053.408
5193.1,589858.2,856.126
2199.5,154686.3,157.135
4864.3,533088.2,814.734
2822.9,213940.0,233.864
2352.3,156756.7,166.946
4082.7,359771.8,451.04
4894.0,506922.7,731.175
2198.5,140972.8,157.135
5293.5,617196.0,926.367
5568.4,676193.8,971.292
4257.5,420854.8,545.284
2852.6,229170.7,260.923
2596.5,222689.0,238.451
5998.3,767824.6,1200.211
2237.1,152938.6,157.135
6463.5,776346.7,1238.072
3602.5,377519.1,459.58
3973.4,381872.9,486.003
2255.3,148320.4,157.135
3782.7,338070.7,466.477
5111.0,628376.4,860.867
2315.6,162955.9,178.829
5023.8,554121.4,784.7
4430.8,476904.6,564.073
3307.3,275153.5,312.512
5512.8,752863.3,1045.483
2218.8,148460.1,157.135
4304.2,528139.4,694.256
7881.8,1138788.2,1936.348
7476.5,1031701.4,1675.565
5091.3,569442.5,718.809
3369.0,325013.0,411.711
3028.0,265959.4,314.521
3637.6,314767.4,411.299
4768.5,594266.0,813.793
2972.0,231323.6,273.934
5684.6,686607.5,966.673
9170.0,1458409.7,2929.459
4006.8,395374.1,499.485
2264.6,162934.8,177.682
2511.2,174484.3,177.632
5634.0,660033.4,981.701
3888.2,375032.0,500.346
5536.9,691099.6,1064.319
3347.3,271980.9,341.515
6029.4,713163.2,1025.414
3717.2,343026.3,462.143
2988.8,246332.3,290.941
3373.5,314513.4,380.042
2684.5,200578.0,200.084
8439.3,1442915.0,2608.898
4138.0,371679.9,485.789
5218.7,614933.1,882.594
3281.9,255313.6,340.625
2638.3,191361.2,224.909
3754.6,337897.1,434.834
6185.2,785731.2,1275.26
3456.1,264152.9,345.084
3006.6,238396.3,260.312
4182.6,448324.6,595.105
5131.6,556152.8,784.945
7809.7,1115192.0,1973.232
4722.0,504889.3,698.223
5630.1,622172.9,882.224
5314.8,628155.2,937.406
2664.7,194639.7,207.313
2822.8,206729.7,241.554
2619.8,200008.2,219.188
2424.3,179568.5,179.445
5686.5,711055.9,996.764
4384.9,515779.7,663.283
4118.1,427446.7,559.764
2143.9,152750.1,157.135
9251.9,1473025.3,2751.681
3007.4,205483.4,255.379
9560.6,1405158.9,2743.568
2151.9,155949.9,163.285
2913.4,235829.6,272.798
2256.5,163667.0,157.135
4871.1,539967.3,702.951
2554.5,190179.3,216.143
2523.8,208810.2,221.122
2345.1,161346.1,173.701
5718.1,683760.9,982.326
5494.3,659377.7,931.523
8185.9,1370134.5,2261.482
3325.1,251030.5,302.123
4445.3,484972.1,626.279
2449.4,158759.8,185.744
3476.9,344158.1,400.791
3465.4,286155.5,345.609
5041.3,539991.6,763.376
6234.1,696539.5,1191.623
5817.8,743842.4,1166.956
3039.8,248810.3,266.193
6298.1,745980.2,1173.937
4180.6,403246.7,506.701
3590.6,325300.9,404.178
3062.2,267371.0,296.621
3237.2,281707.5,334.352
9032.8,1174994.5,2137.918
4525.8,489466.3,672.628
4181.0,485381.6,604.359
3622.0,346576.5,425.006
10717.9,1926492.9,3769.413
7270.9,1039460.0,1502.917
2894.6,266499.7,293.636
3578.4,349578.7,421.13
3777.0,354262.0,441.769
4559.2,456167.0,590.522
3169.6,264631.3,298.368
5202.9,476311.9,747.768
7437.9,1041316.2,1692.046
2387.3,170260.6,182.143
2683.9,188663.7,211.509
3184.4,290331.2,355.693
3200.2,279469.5,369.235
9506.4,1326801.1,2628.114
6170.0,812770.7,1177.008
6213.4,753126.4,1123.813
3550.2,299227.6,424.281
3833.0,323398.7,416.842
2338.4,164083.7,162.961
5592.3,653474.8,985.803
5021.8,584725.8,779.92
6956.7,966710.3,1480.063
3627.0,326534.5,442.987
3800.4,362753.5,468.337
4434.4,436822.1,602.14
5754.7,663722.3,1077.322
2130.7,144272.1,160.548
5562.4,618038.0,950.169
4190.5,382618.3,516.426
2783.7,205188.9,223.696
2283.6,160683.0,157.135
3996.3,376151.7,470.344
7617.8,1057001.9,1686.09
8049.7,1162904.8,2024.514
4332.2,518825.5,699.138
9436.8,1407867.1,2552.015
3875.2,380900.9,507.168
5734.7,813845.6,1131.977
3259.8,266361.7,364.964
3668.0,261611.0,346.794
3165.3,263651.2,304.126
2144.3,150501.6,157.135
6678.8,854287.6,1481.37
3155.2,251110.2,313.047
3023.4,228005.8,275.218
2568.5,195617.1,202.858
3626.0,372845.2,445.303
8422.6,1354573.3,2174.721
9270.9,1426182.6,2837.944
2331.1,142432.2,157.135
3550.4,296484.7,394.57
2612.9,219174.0,228.116
6255.4,773065.8,1164.393
4657.3,483514.7,661.438
3102.3,268638.9,314.327
4332.2,418320.9,556.649
3457.1,278227.1,357.343
8216.7,1162932.0,1928.268
5240.6,564324.3,815.863
5306.8,580641.3,900.781
2089.3,156951.5,157.135
4007.6,375383.6,497.514
9590.2,1551175.1,2813.876
6987.0,935457.9,1528.714
1981.8,159459.7,157.135
3700.6,330707.1,407.833
2427.8,176525.4,199.365
8369.1,1226090.9,2084.811
4826.4,477003.9,639.262
2968.7,250347.2,282.783
4216.2,431002.7,539.68
2238.4,147883.3,157.135
2695.2,205653.9,219.0
4163.9,375986.6,540.675
5627.8,686444.9,1037.929
2156.0,150428.8,157.135
3734.7,336618.6,386.168
6246.5,761621.6,1184.599
2353.7,161889.0,162.994
4553.7,424948.9,631.532
4363.4,410446.5,553.697
7866.4,1158964.2,2090.327
3736.8,390606.0,436.148
3891.1,346652.7,457.216
6073.0,697271.6,1045.724
2664.7,171314.0,180.285
3799.7,320671.0,439.412
3312.0,290667.4,363.645
3683.4,373521.9,469.421
5547.3,694763.9,1040.216
4952.9,510075.5,820.612
2691.0,240148.0,287.172
4202.5,460113.1,586.173
7666.6,1077751.8,1745.162
2931.9,248936.7,268.66
4287.8,418471.3,590.187
3542.8,376835.7,449.34
4154.8,383545.0,499.033
2281.7,165146.6,157.135
7210.8,994276.9,1636.621
2738.8,219352.8,281.292
6058.5,809400.5,1200.346
3236.8,262304.5,318.199
3172.2,262488.9,317.143
6713.6,813847.3,1395.643
6268.5,824015.4,1169.609
4472.3,446203.4,621.175
5699.2,707531.2,969.581
3517.0,325284.1,416.09
3878.1,380131.0,521.498
3190.3,279138.9,308.044
6044.9,714443.3,1087.937
3155.0,255203.0,300.252
7473.3,978217.9,1737.744
3551.6,319191.5,407.042
4155.1,414451.2,533.776
5632.4,611863.5,967.689
4198.9,395729.0,535.222
4022.4,323502.6,412.965
3891.1,393965.5,512.475
6664.8,767042.4,1078.99
2975.0,257223.1,307.739
3944.0,356518.1,474.24
3911.7,462316.0,529.397
5860.7,684068.1,1053.868
4082.4,371813.5,484.435
8479.0,1261755.5,2254.685
3988.7,356928.5,462.799
3650.7,344793.5,433.503
3513.9,375429.0,457.425
2464.9,174797.4,181.701
2694.2,216534.6,227.681
3236.9,299575.3,342.332
6352.8,841362.2,1311.359
4098.2,399317.4,511.196
3253.6,309597.6,355.268
6799.7,835068.5,1410.809
8006.3,1233103.6,1832.708
7358.8,876593.9,1443.993
3065.0,226952.9,263.997
3368.7,273801.8,352.244
8574.4,1215060.8,2264.586
4431.7,491011.9,637.647
3600.8,377383.6,423.167
5651.8,618360.8,936.705
6057.1,779843.8,1182.322
3293.7,280025.1,331.264
4295.4,484825.2,626.592
6270.2,812900.9,1107.84
2527.4,204441.5,206.101
4289.3,398746.0,530.276
2535.6,200389.5,213.868
2667.2,219107.7,237.645
3434.4,278174.8,333.5
4830.0,515486.8,771.211
3370.8,312543.5,405.017
3018.5,279123.7,311.34
4317.5,440584.4,547.3
2653.5,189132.1,208.326
4711.1,534756.0,741.758
6285.6,881472.1,1306.672
4065.9,349331.0,492.561
3969.4,343548.3,445.917
4736.8,563381.8,709.39
2285.6,154808.4,157.135
5253.4,534823.2,809.221
15543.8,2975067.2,6395.01
3713.5,389271.7,475.603
3791.9,326414.7,476.966
5403.3,652318.9,955.969
8196.6,1135084.7,1977.186
5992.0,691444.7,1151.914
2263.6,153134.9,157.135
5152.7,571755.1,826.743
11519.8,2099130.0,4172.12
5273.7,587683.0,867.033
2674.0,180698.9,207.048
4403.4,446420.0,658.903
2424.5,169368.0,187.043
6396.7,925263.6,1417.955
2805.3,218693.5,243.009
4177.6,418512.2,557.399
3018.5,218607.6,263.001
3278.0,276246.7,338.006
7306.2,1082807.8,1739.137
4218.4,438885.5,570.678
3494.7,272573.1,334.549
2419.0,167900.6,208.618
2180.1,147448.7,157.135
2471.6,174414.2,191.528
4167.4,411218.9,574.602
6185.7,737760.6,1156.813
3253.0,290572.7,334.24
7773.5,1099928.2,1861.536
3074.8,264857.9,294.48
3697.3,318438.0,433.388
2511.8,196569.5,219.953
6134.4,688224.2,1166.669
8866.6,1515172.1,2846.492
2176.2,144740.1,157.135
3624.5,341443.4,397.214
7133.9,923543.0,1454.97
2505.7,165696.8,163.588
5047.3,564638.3,828.935
6457.4,836163.7,1405.065
4306.2,399476.9,559.192
5496.8,578441.7,818.038
8833.1,1363897.8,2170.186
8596.5,1435278.6,2524.239
3963.2,377514.1,499.451
3411.4,281356.6,341.861
2926.2,220875.7,250.143
6202.6,831725.4,1153.768
2309.2,175837.8,173.804
3777.9,344624.5,428.332
4420.2,430088.6,570.325
3214.5,293820.2,350.05
4824.0,491478.7,657.837
11949.5,2048864.6,4147.256
3777.1,354850.5,476.016
3557.9,318363.2,369.649
6355.3,771244.8,1190.001
4656.3,489899.3,636.848
7773.0,1099466.2,1674.745
4364.8,456919.3,599.545
3746.4,347255.6,429.767
2011.6,178973.0,157.135
2337.5,154095.7,157.135
2328.5,144415.6,157.135
5026.5,504115.7,712.771
2273.3,179757.3,175.143
7043.1,843104.1,1444.22
4308.4,393143.9,537.982
3608.2,361472.6,431.237
3033.9,229215.7,265.97
5348.9,594648.7,866.905
2760.8,251461.0,274.541
2812.2,204621.2,237.301
6396.8,800331.1,1368.055
4408.3,469414.7,698.713
3772.1,354221.5,434.466
5277.7,613267.9,880.405
4337.9,388941.3,528.819
4803.0,483618.4,714.884
3033.2,233254.0,271.822
9604.7,1608342.3,2784.971
3370.0,264228.0,329.09
7383.0,1056128.0,1839.869
3817.0,333954.2,450.897
5625.0,661349.3,1006.156
5638.6,653650.9,948.767
6553.4,932117.8,1323.059
2841.5,235383.7,266.663
6218.6,798793.1,1249.262
9185.2,1374559.7,2325.065
3440.5,350837.6,426.225
4263.1,397737.0,539.919
3477.7,320512.9,344.33
3637.1,319808.8,397.126
8811.8,1221105.6,2085.351
2830.7,215381.7,233.722
2838.8,221890.8,245.719
7675.8,1220668.8,1923.076
5340.9,581414.5,868.507
9868.1,1633565.7,2899.418
3408.5,301906.7,365.197
4173.7,456163.2,581.272
2983.9,258680.7,308.279
4361.4,431456.6,589.3
2107.0,158194.6,157.135
5284.5,633844.9,911.833
4223.7,473349.9,681.392
4127.9,412597.2,501.23
